id,career_id,nombre,creditos
491,8,CALCULO C,6
492,8,DISEÑO DIGITAL,10
493,8,ACTIVIDADES ARTISTICAS- DEPORTIVAS O DE DIVULGACION,2
494,8,INGLES 1,5
495,8,MODELADO MATEMATICO,8
496,8,TECNOLOGIA ORIENTADA A OBJETOS,8
497,8,ANALISIS NUMERICO,8
498,8,ARQUITECTURA DE COMPUTADORAS A,10
499,8,LEGISLACION E INFORMATICA,6
500,8,TENDENCIAS SOCIALES,2
501,8,INGLES 2,5
502,8,INGENIERIA DE SOFTWARE A,10
503,8,MODELOS MATEMATICOS B,6
504,8,INTERFACES GRAFICAS CON APLICACIONES,8
505,8,PROBABILIDAD Y ESTADISTICA,8
506,8,ECONOMIA Y FINANZAS,6
507,8,GESTION Y DESARROLLO SOCIAL,2
508,8,INGLES 3,5
509,8,INGENIERIA DE SOFTWARE B,8
510,8,GRAFICACION POR COMPUTADORA,8
511,8,GRAFOS,10
512,8,SISTEMAS OPERATIVOS,8
513,8,ESTRUCTURAS DE ARCHIVOS,8
514,8,ARTE- CULTURA Y HUMANIDADES I,2
515,8,INGLES 4,5
516,8,INGENIERIA DE SOFTWARE C,8
517,8,ADMINISTRACION DE SISTEMAS,8
518,8,COMPILADORES E INTERPRETES A,10
519,8,REDES A,12
520,8,BASES DE DATOS A,10
521,8,ADMINISTRACION,8
522,8,LIDERAZGO Y EMPRENDIMIENTO,3
523,8,INGLES 5,5
524,8,FUNDAMENTOS DE DESARROLLO WEB,8
525,8,GRAFICACION POR COMPUTADORA B,10
526,8,VISION COMPUTACIONAL,8
527,8,SISTEMAS OPERATIVOS B,10
528,8,ADMINISTRACION DE BASES DE DATOS,8
529,8,PROYECTO INTEGRADOR,10
530,8,ARTE- CULTURA Y HUMANIDADES II,2
531,8,APLICACIONES WEB INTERACTIVAS,8
532,8,FUNDAMENTOS DE INTELIGENCIA ARTIFICIAL,8
533,8,SISTEMAS DE INFORMACION A,10
534,8,TELEMATICA A,8
535,8,REDES B,10
536,8,BASES DE DATOS B,10
537,8,ADMINISTRACION INFORMATICA A,8
538,8,PRACTICAS PROFESIONALES I,15
539,8,SUPERCOMPUTO,8
540,8,COMPUTACION UBICUA,8
541,8,SISTEMAS DE INFORMACION B,6
542,8,PRINCIPIOS DE SEGURIDAD INFORMATICA,8
543,8,SEMINARIO DE EGRESO,0
544,8,TECNOLOGIA INFORMATICA,6
545,8,ADMINISTRACION INFORMATICA B,8
546,8,SEMINARIO I.I.,1
547,9,ALGEBRA A,8
548,9,PRINCIPIOS DE ADMINISTRACION,6
549,9,QUIMICA A,8
550,9,GEOMETRIA DESCRIPTIVA,5
551,9,GEOMETRIA Y TRIGONOMETRIA,0
552,9,FISICA A,8
553,9,CALCULO A,8
554,9,SEMINARIO DE ORIENTACION IM,1
555,9,METODOLOGIA DE LA INVESTIGACION,4
556,9,ALGEBRA B,8
557,9,HABILIDADES SOCIO AFECTIVAS Y ETICAS,3
558,9,DIBUJO EN INGENIERIA MECANICA,8
559,9,CALCULO C,6
560,9,ESTATICA,8
561,9,FISICA B,8
562,9,CALCULO B,8
563,9,INGLES 1,0
564,9,PROBABILIDAD E INFERENCIA ESTADISTICA,10
565,9,INGENIERIA DE MATERIALES I,6
566,9,DIBUJO ASISTIDO POR COMPUTADORA,3
567,9,DINAMICA,8
568,9,MECANICA DE MATERIALES I,11
569,9,CALCULO D,8
570,9,INGLES 2,0
571,9,INVESTIGACION DE OPERACIONES I,6
572,9,INTRODUCCIÓN A LA PROGRAMACIÓN,8
573,9,INGENIERIA DE MATERIALES II,7
574,9,METROLOGIA,8
575,9,CINEMATICA DE LAS MAQUINAS,10
576,9,MECANICA DE MATERIALES II,6
577,9,INGLES 3,0
578,9,TECNICAS DE COMUNICACION ORAL Y ESCRITA,5
579,9,SISTEMAS DE PRODUCCION,8
580,9,ANALISIS NUMERICO,6
581,9,PROCESOS DE FABRICACION I,8
582,9,METODOLOGIA DEL DISEÑO,6
583,9,TERMODINAMICA,11
584,9,ELECTROTECNIA PARA INGENIERIA I,9
585,9,INGLES 4,0
586,9,PROCESOS DE FABRICACION II,6
587,9,VIBRACIONES MECANICAS,10
588,9,DISEÑO MECANICO A,11
589,9,MAQUINAS TERMICAS,11
590,9,ELECTROTECNIA PARA INGENIERIA II,10
591,9,INGLES 5,0
592,9,CONTROL DE CALIDAD,6
593,9,PROCESOS DE FABRICACION III,8
594,9,ADMINISTRACION DE PROYECTOS,6
595,9,DISEÑO MECANICO B,9
596,9,MECANICA DE FLUIDOS,11
597,9,SISTEMAS DE CONTROL Y AUTOMATIZACION,7
598,9,VALIDACION DE LA LENGUA EXTRANJERA,0
599,9,LIDERAZGO Y EMPRENDIMIENTO,3
600,9,CONTROL NUMERICO COMPUTARIZADO,8
601,9,INGENIERIA Y GESTION AMBIENTAL,3
602,9,METODO DE LOS ELEMENTOS FINITOS,9
603,9,FENOMENOS DE TRANSPORTE,10
604,9,CIRCUITOS HIDRAULICOS Y NEUMATICOS,10
605,9,TOPICOS AVANZADOS DE FABRICACION,6
606,9,MANTENIMIENTO INDUSTRIAL,6
607,9,PROYECTO INTEGRADOR IM,10
608,9,SISTEMAS HIDROMECANICOS A,7
609,9,SEMINARIO,2
610,9,INSTALACIONES INDUSTRIALES,6
611,9,PRACTICAS PROFESIONALES I,15
612,9,SEMINARIO DE EGRESO,0
613,10,PRINCIPIOS DE ADMINISTRACION,6
614,10,ALGEBRA A,8
615,10,FISICA A,8
616,10,CALCULO A,8
617,10,GEOMETRIA Y TRIGONOMETRIA,0
618,10,GEOMETRIA DESCRIPTIVA,5
619,10,QUIMICA A,8
620,10,METODOLOGIA DE LA INVESTIGACION,4
621,10,SEMINARIO DE ORIENTACION IMA,1
622,10,ALGEBRA B,8
623,10,CALCULO D,8
624,10,FISICA B,8
625,10,CALCULO B,8
626,10,ESTATICA,8
627,10,DIBUJO EN INGENIERIA MECANICA,8
628,10,INGLES 1,0
629,10,INTRODUCCION A LA CONTABILIDAD,6
630,10,INTRODUCCIÓN A LA PROGRAMACIÓN,8
631,10,TERMODINAMICA,11
632,10,CALCULO C,6
633,10,DINAMICA,8
634,10,INGENIERIA DE MATERIALES I,6
635,10,INGLES 2,0
636,10,TECNICAS DE COMUNICACION ORAL Y ESCRITA,5
637,10,CONTABILIDAD INDUSTRIAL,6
638,10,INVESTIGACION DE OPERACIONES I,6
639,10,ANALISIS NUMERICO,6
640,10,MECANICA DE MATERIALES I,11
641,10,MECANICA DE FLUIDOS,11
642,10,INGENIERIA DE MATERIALES II,7
643,10,INGLES 3,0
644,10,DIBUJO ASISTIDO POR COMPUTADORA,3
645,10,CONTABILIDAD ADMINISTRATIVA,6
646,10,INVESTIGACION DE OPERACIONES II,6
647,10,MAQUINAS TERMICAS,11
648,10,CINEMATICA DE LAS MAQUINAS,10
649,10,MECANICA DE MATERIALES II,6
650,10,ELECTROTECNIA PARA INGENIERIA I,9
651,10,INGLES 4,0
652,10,ECONOMIA,6
653,10,SISTEMAS DE PRODUCCION I,6
654,10,PROBABILIDAD E INFERENCIA ESTADISTICA,10
655,10,FENOMENOS DE TRANSPORTE,10
656,10,ELECTROTECNIA PARA INGENIERIA II,10
657,10,PROCESOS DE FABRICACION I,8
658,10,INGLES 5,0
659,10,ADMINISTRACION DE PERSONAL,6
660,10,SISTEMAS DE PRODUCCION II,6
661,10,METROLOGIA,8
662,10,INGENIERIA DE METODOS,8
663,10,DISEÑO MECANICO A,11
664,10,SISTEMAS DE CONTROL Y AUTOMATIZACION,7
665,10,VALIDACION DE LA LENGUA EXTRANJERA,0
666,10,GERENCIA EFECTIVA DE EMPRESAS,6
667,10,CONTROL DE CALIDAD,6
668,10,ADMINISTRACION DE PROYECTOS,6
669,10,INGENIERIA Y GESTION AMBIENTAL,3
670,10,DISEÑO MECANICO B,9
671,10,CIRCUITOS HIDRAULICOS Y NEUMATICOS,10
672,10,PROCESOS DE FABRICACION II,6
673,10,FORMULACION Y EVALUACION DE PROYECTOS,8
674,10,DISEÑO DE SISTEMAS DE PRODUCCION,6
675,10,SISTEMAS DE GESTION DE CALIDAD Y MEJORA CONTINUA,6
676,10,PROYECTO INTEGRADOR IMA,10
677,10,PROCESOS DE FABRICACION III,8
678,10,PRACTICAS PROFESIONALES I,15
679,10,SEMINARIO DE EGRESO,0
680,10,SEMINARIO,2
681,11,ALGEBRA A,8
682,11,GEOMETRIA DESCRIPTIVA,5
683,11,GEOMETRIA Y TRIGONOMETRIA,0
684,11,EXPERIMENTACION MECANICA ELECTRICA,5
685,11,CALCULO A,8
686,11,LIDERAZGO Y EMPRENDIMIENTO,3
687,11,FISICA A,8
688,11,QUIMICA A,8
689,11,SEMINARIO DE ORIENTACION IME,1
690,11,INGLES 1,0
691,11,ALGEBRA B,8
692,11,ELECTRICIDAD Y MAGNETISMO A,9
693,11,CALCULO C,6
694,11,CALCULO D,8
695,11,CALCULO B,8
696,11,ESTATICA,8
697,11,INGLES 2,0
698,11,INTRODUCCIÓN A LA PROGRAMACIÓN,8
699,11,DIBUJO EN INGENIERIA MECANICA,8
700,11,ELECTRICIDAD Y MAGNETISMO B,9
701,11,MATEMATICAS APLICADAS,6
702,11,DINAMICA,8
703,11,MATERIALES PARA INGENIERIA,9
704,11,INGLES 3,0
705,11,ANALISIS NUMERICO,6
706,11,DIBUJO ASISTIDO POR COMPUTADORA,3
707,11,CIRCUITOS ELECTRICOS A,12
708,11,PRINCIPIOS DE ADMINISTRACION,6
709,11,TERMODINAMICA,11
710,11,MECANICA DE MATERIALES I,11
711,11,INGLES 4,0
712,11,PROBABILIDAD E INFERENCIA ESTADISTICA,10
713,11,CIRCUITOS ELECTRICOS B,10
714,11,MAQUINAS TERMICAS,11
715,11,MECANICA DE FLUIDOS,11
716,11,MECANICA DE MATERIALES II,6
717,11,INGLES 5,0
718,11,ELECTRONICA APLICADA,12
719,11,MAQUINAS ELECTRICAS I,12
720,11,CONTROL DE CALIDAD,6
721,11,MODELADO Y SIMULACION DE SISTEMAS,7
722,11,FENOMENOS DE TRANSPORTE,10
723,11,VALIDACION DE LA LENGUA EXTRANJERA,0
724,11,INVESTIGACION DE OPERACIONES I,6
725,11,MAQUINAS ELECTRICAS II,12
726,11,DIAGRAMAS ELECTRICOS,3
727,11,INGENIERIA DE CONTROL I,8
728,11,SISTEMAS ELECTROHIDRAULICOS Y ELECTRONEUMATICOS,10
729,11,CINEMATICA DE LAS MAQUINAS,10
730,11,ANALISIS DE SISTEMAS DE POTENCIA,12
731,11,PROCESOS DE MANUFACTURA I,10
732,11,AUTOMATIZACION INDUSTRIAL,8
733,11,SISTEMAS HIDROMECANICOS A,7
734,11,DISEÑO MECANICO A,11
735,11,USO EFICIENTE E IMPACTO AMBIENTAL DE LA ENERGIA,6
736,11,INSTALACIONES ELECTRICAS B,10
737,11,PROCESOS DE MANUFACTURA II,8
738,11,PROYECTO INTEGRADOR IME,10
739,11,METODO DE LOS ELEMENTOS FINITOS,9
740,11,PRACTICAS PROFESIONALES I,15
741,11,SEMINARIO DE EGRESO,0
742,11,SEMINARIO,2
743,12,HABILIDADES SOCIO AFECTIVAS Y ETICAS,3
744,12,ALGEBRA A,8
745,12,CALCULO A,8
746,12,GEOMETRIA Y TRIGONOMETRIA,0
747,12,FISICA A,8
748,12,DIBUJO EN INGENIERIA MECANICA,8
749,12,QUIMICA A,8
750,12,METODOLOGIA DE LA INVESTIGACION,4
751,12,SEMINARIO DE ORIENTACION IMT,1
752,12,ALGEBRA B,8
753,12,CALCULO D,8
754,12,ELECTROTECNIA PARA INGENIERIA I,9
755,12,CALCULO B,8
756,12,ESTATICA,8
757,12,MATERIALES PARA INGENIERIA,9
758,12,INGLES 1,0
759,12,TERMODINAMICA,11
760,12,CIRCUITOS ELECTRICOS A,12
761,12,DINAMICA,8
762,12,MECANICA DE MATERIALES I,11
763,12,TECNICAS DE COMUNICACION ORAL Y ESCRITA,5
764,12,INGLES 2,0
765,12,PROBABILIDAD E INFERENCIA ESTADISTICA,10
766,12,PROGRAMACION I,8
767,12,MATEMATICAS APLICADAS,6
768,12,ELECTRONICA I,12
769,12,MECANICA DE MATERIALES II,6
770,12,DIBUJO ASISTIDO POR COMPUTADORA,3
771,12,INGLES 3,0
772,12,ANALISIS NUMERICO,6
773,12,DISEÑO DE SISTEMAS DIGITALES,7
774,12,ELECTRONICA II,8
775,12,CIRCUITOS Y MOTORES ELECTRICOS,8
776,12,MODELADO Y SIMULACION DE SISTEMAS,7
777,12,CINEMATICA DE LAS MAQUINAS,10
778,12,INGLES 4,0
779,12,PRINCIPIOS DE ADMINISTRACION,6
780,12,INSTRUMENTACION INDUSTRIAL,7
781,12,MICROCONTROLADORES,7
782,12,ELECTRONICA INDUSTRIAL A,8
783,12,INGENIERIA DE CONTROL I,8
784,12,DISEÑO MECANICO A,11
785,12,INGLES 5,0
786,12,CONTROL DE CALIDAD,6
787,12,PROGRAMACION II,8
788,12,ELECTRONEUMATICA,8
789,12,INGENIERIA DE CONTROL II,8
790,12,ROBOTICA A,10
791,12,PROCESOS DE MANUFACTURA I,10
792,12,LIDERAZGO Y EMPRENDIMIENTO,3
793,12,VALIDACION DE LA LENGUA EXTRANJERA,0
794,12,INVESTIGACION DE OPERACIONES I,6
795,12,CONTROL LOGICO PROGRAMABLE,8
796,12,INTERFACES HW-SW,8
797,12,ADMINISTRACION DE PROYECTOS,6
798,12,INGENIERIA Y GESTION AMBIENTAL,3
799,12,PROCESOS DE MANUFACTURA II,8
800,12,REDES INDUSTRIALES,12
801,12,PROYECTO INTEGRADOR IMT,10
802,12,SEMINARIO,2
803,12,PRACTICAS PROFESIONALES I,15
804,12,SEMINARIO DE EGRESO,0
805,13,GEOMETRIA Y TRIGONOMETRIA,0
806,13,ALGEBRA A,8
807,13,SEMINARIO DE ORIENTACION,0
808,13,INTRODUCCION A LOS MATERIALES,10
809,13,ORIGEN DE LOS MATERIALES,10
810,13,QUIMICA A,8
811,13,METODOLOGIA DE LA INVESTIGACION,4
812,13,TECNICAS DE COMUNICACION ORAL Y ESCRITA,5
813,13,FISICA A,8
814,13,ALGEBRA B,8
815,13,CALCULO A,8
816,13,DINAMISMO I,6
817,13,MINERALOGIA,10
818,13,QUIMICA DE MATERIALES,10
819,13,FISICA C,6
820,13,CALCULO B,8
821,13,DINAMISMO II,6
822,13,OBTENCION DE MATERIALES,10
823,13,ANALISIS DE MATERIALES,10
824,13,ARTE- CULTURA Y HUMANIDADES I,2
825,13,TENDENCIAS SOCIALES,2
826,13,INGLES 1,0
827,13,INGENIERIA ELECTRICA,6
828,13,CALCULO E,8
829,13,MECANICA DE FLUIDOS,8
830,13,PRINCIPIOS DE ECONOMIA,10
831,13,MATERIALES DE INGENIERIA I,12
832,13,GESTION Y DESARROLLO SOCIAL,2
833,13,INGLES 2,0
834,13,INSTRUMENTACION,5
835,13,ECOLOGIA I,6
836,13,COMPUTACION APLICADA,4
837,13,FISICOQUIMICA,10
838,13,BENEFICIO DE MATERIALES I,12
839,13,MATERIALES DE INGENIERIA II,8
840,13,ACTIVIDADES ARTISTICAS- DEPORTIVAS O DE DIVULGACION,2
841,13,INGLES 3,0
842,13,PRACTICAS PROFESIONALES I,15
843,13,MATEMATICAS APLICADAS,6
844,13,TERMODINAMICA DE MATERIALES,10
845,13,BENEFICIO DE MATERIALES II,12
846,13,MECANICA DE MATERIALES,10
847,13,CERAMICOS,6
848,13,GESTION DE PROYECTOS,3
849,13,INGLES 4,0
850,13,ADMINISTRACION,6
851,13,FENOMENOS DE TRANSPORTE,10
852,13,EXTRACTIVA I,12
853,13,FORMADO DE MATERIALES,10
854,13,POLIMEROS,6
855,13,INGLES 5,0
856,13,CONTROL DE CALIDAD,6
857,13,FUNDICION,8
858,13,CINETICA,8
859,13,EXTRACTIVA II,12
860,13,TRANSFORMACIONES DE FASES,10
861,13,LIDERAZGO Y EMPRENDIMIENTO,3
862,13,ECOLOGIA II,8
863,13,SIMULACION,8
864,13,SELECCION Y USO DE MATERIALES,8
865,13,DISEÑO DE PROCESOS,10
866,14,HERRAMIENTAS DE SOFTWARE,8
867,14,PENSAMIENTO ALGORITMICO,8
868,14,MATEMATICAS DISCRETAS I,8
869,14,TEMAS SELECTOS DE MATEMATICAS,8
870,14,QUIMICA A,8
871,14,METODOLOGIA DE LA INVESTIGACION,4
872,14,SEMINARIO DE ORIENTACION EN COMPUTACION,2
873,14,SISTEMAS INTERACTIVOS,8
874,14,ESTRUCTURAS DE DATOS I,8
875,14,MATEMATICAS DISCRETAS II,8
876,14,ALGEBRA B,8
877,14,CALCULO A,8
878,14,TENDENCIAS SOCIALES,2
879,14,INGLES 1,5
880,14,INGENIERIA DE SOFTWARE,8
881,14,ESTRUCTURAS DE DATOS II,8
882,14,LENGUAJES DE PROGRAMACION,8
883,14,FISICA A,8
884,14,CALCULO B,8
885,14,ARQUITECTURA DE COMPUTADORAS,8
886,14,INGLES 2,5
887,14,BASES DE DATOS,8
888,14,TECNOLOGIA ORIENTADA A OBJETOS,8
889,14,ALGORITMOS Y COMPLEJIDAD,8
890,14,ANALISIS NUMERICO,8
891,14,CALCULO D,8
892,14,SOFTWARE DE SISTEMAS,8
893,14,GRAFICACION POR COMPUTADORA,8
894,14,INTERFACES GRAFICAS CON APLICACIONES,8
895,14,FUNDAMENTOS DE INTELIGENCIA ARTIFICIAL,8
896,14,SISTEMAS OPERATIVOS,8
897,14,REDES DE COMPUTADORAS Y SEGURIDAD,8
898,14,GESTION Y DESARROLLO SOCIAL,2
899,14,INGLES 3,5
900,14,TECNICAS DE COMUNICACION ORAL Y ESCRITA,5
901,14,ADMINISTRACION DE PROYECTOS I,8
902,14,ELECTIVA DE �REA DE �NFASIS I,8
903,14,ELECTIVA DE �REA DE �NFASIS II,8
904,14,PROBABILIDAD Y ESTADISTICA,8
905,14,ARTE- CULTURA Y HUMANIDADES I,2
906,14,INGLES 4,5
907,14,PROYECTOS COMPUTACIONALES I,8
908,14,ADMINISTRACION DE PROYECTOS II,8
909,14,ELECTIVA DE �REA DE �NFASIS III,8
910,14,ELECTIVA DE �REA DE �NFASIS IV,8
911,14,MODELADO MATEMATICO,8
912,14,LIDERAZGO Y EMPRENDIMIENTO,3
913,14,INGLES 5,5
914,14,PROYECTOS COMPUTACIONALES II,8
915,14,ELECTIVA DE �REA DE �NFASIS V,8
916,14,ELECTIVA DE �REA DE �NFASIS VI,8
917,14,ELECTIVA DE �REA DE �NFASIS VII,8
918,14,ELECTIVA DE �REA DE �NFASIS VIII,8
919,14,ARTE- CULTURA Y HUMANIDADES II,2
920,14,ACTIVIDADES DE APRENDIZAJE I,2
921,14,PROYECTOS COMPUTACIONALES III,8
922,14,INVESTIGACI�N EN COMPUTACI�N,8
923,14,SEMINARIO DE EGRESO ISI,1
924,14,MOVILIDAD I,6
925,14,SEMINARIO DE EGRESO EGRESO,0
926,14,ACTIVIDADES ARTISTICAS- DEPORTIVAS O DE DIVULGACION,2
927,14,PRACTICAS PROFESIONALES I,15
928,15,HERRAMIENTAS DE COMPUTO,8
929,15,DIBUJO PARA INGENIEROS,5
930,15,INTRODUCCION A LA TOPOGRAFIA Y CONSTRUCCION,8
931,15,GEOMETRIA Y TRIGONOMETRIA,0
932,15,GEOLOGIA,8
933,15,ALGEBRA A,8
934,15,GEOMETRIA DESCRIPTIVA,5
935,15,METODOLOGIA DE LA INVESTIGACION,4
936,15,TRIGONOMETRIA PLANA Y DEL ESPACIO,5
937,15,TOPOGRAFIA PLANIMETRICA,10
938,15,QUIMICA A,8
939,15,FISICA A,8
940,15,MATERIALES DE CONSTRUCCION,7
941,15,ALGEBRA B,8
942,15,TENDENCIAS SOCIALES,2
943,15,TECNICAS DE COMUNICACION ORAL Y ESCRITA,5
944,15,ASTRONOMIA PARA EL POSICIONAMIENTO,5
945,15,TOPOGRAFIA ALTIMETRICA,10
946,15,PROYECCIONES CARTOGRAFICAS,8
947,15,CONSTRUCCION I,10
948,15,CALCULO A,8
949,15,GESTION Y DESARROLLO SOCIAL,2
950,15,TALLER DE HABILIDADES DIGITALES,3
951,15,INGLES 1,0
952,15,GEODESIA,8
953,15,TOPOGRAFIA EN VIAS TERRESTRES,8
954,15,TOPOGRAFIA SUBTERRANEA,8
955,15,GENERACION DE CARTOGRAFIA,8
956,15,CONSTRUCCION II,10
957,15,ADMINISTRACION DE EMPRESAS,8
958,15,LIDERAZGO Y EMPRENDIMIENTO,3
959,15,INGLES 2,0
960,15,SISTEMAS DE POSICIONAMIENTO,8
961,15,INGENIERIA DE TRANSITO,8
962,15,GEOTECNIA I,12
963,15,CONSTRUCCION III,10
964,15,GERENCIA DE PROYECTOS,6
965,15,INGLES 3,0
966,15,TOPOGRAFIA EN OBRA CIVIL,10
967,15,HIDROSISTEMAS,8
968,15,PROYECTO INTEGRADOR,6
969,15,LICITACION DE OBRAS,6
970,15,MODELADO EN OBRAS HIDRAULICAS,8
971,15,CONSTRUCCION IV,6
972,15,ACTIVIDADES ARTISTICAS- DEPORTIVAS O DE DIVULGACION,2
973,15,ARTE- CULTURA Y HUMANIDADES I,2
974,15,INGLES 4,0
975,15,PRACTICAS PROFESIONALES I,15
976,15,INGENIERIA DE COSTOS- CONTABILIDAD Y ESTADOS FINANCIEROS,6
977,15,INTERPRETACION DE CARTA TEMATICA,6
978,15,FOTOGRAMETRIA DIGITAL,8
979,15,RESIDENCIA DE OBRA,8
980,15,MODELACION TOPOGRAFICA EN 3D,5
981,15,ARTE- CULTURA Y HUMANIDADES II,2
982,15,INGLES 5,0
